City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
588,Yangambi,CD,69.22,overcast clouds,0.8102,24.4336,
589,Ixtapa,MX,75.22,overcast clouds,20.7,-105.2,hotel la terminal
591,Mufumbwe,ZM,63.86,overcast clouds,-13.6833,24.8,
596,Coari,BR,74.21,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
598,Muskogee,US,74.55,few clouds,35.5834,-95.3336,
600,Odweyne,SO,76.98,scattered clouds,9.4092,45.064,Eng Hiirey House
604,Wilmington,US,63.86,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
605,Vila Velha,BR,75.15,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
606,Najran,SA,74.05,clear sky,17.4924,44.1277,محمد هادي ال فطيح
607,Tabora,TZ,64.06,overcast clouds,-5.0167,32.8,Barcelona Lodge
611,Oriximina,BR,75.4,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
614,Tabatinga,BR,80.69,scattered clouds,-4.2525,-69.9381,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
615,Pacific Grove,US,63.9,overcast clouds,36.6177,-121.9166,Lovers Point Inn
616,Toamasina,MG,75.2,broken clouds,-18.1667,49.3833,Hotel H1
617,Birao,CF,81.68,overcast clouds,10.2849,22.7882,
618,Pasco,US,79.05,scattered clouds,28.292,-82.4165,Connection Community/Park
619,Benguela,AO,76.06,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
620,Batticaloa,LK,79.27,scattered clouds,7.7102,81.6924,Grand Star Guest House
621,Quatre Cocos,MU,76.08,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
623,Cockburn Town,TC,77.47,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
625,Awbari,LY,69.12,clear sky,26.5921,12.7805,فندق أوباري
626,Kampene,CD,66.78,overcast clouds,-3.6,26.6667,
629,Timberlake,US,63.21,overcast clouds,37.3207,-79.2575,Timberlake Motel
630,Chimbote,PE,65.7,broken clouds,-9.0853,-78.5783,Hotel Briliá
633,Waingapu,ID,84.85,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
634,Pedro Carbo,EC,73.9,light rain,-1.8333,-80.2333,Centro turístico y hostería oasis pedro carbo
635,Gonaives,HT,77.83,clear sky,19.45,-72.6833,Vertières Doux Séjour
643,Wajir,KE,78.93,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
645,Belmonte,BR,76.17,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
646,Tabalosos,PE,64.6,broken clouds,-6.35,-76.6833,Proyecto de Lounge Nazareth
649,Dhidhdhoo,MV,84.33,overcast clouds,6.8833,73.1,Dhidhoo beach
652,Huarmey,PE,67.64,broken clouds,-10.0681,-78.1522,Hotel Miramar
654,Lucea,JM,80.46,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
655,Hope,US,73.08,overcast clouds,33.6671,-93.5916,Best Western Hope
656,Qui Nhon,VN,80.2,overcast clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
657,Gushikawa,JP,72.63,few clouds,26.3544,127.8686,Kirari Guest House
660,Suclayin,PH,78.39,overcast clouds,15.7568,121.5503,Costa Pacifica
661,May Pen,JM,81.61,clear sky,17.9645,-77.2451,Mus Com Bac
662,Namatanai,PG,85.21,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
663,Isiro,CD,65.66,light rain,2.7739,27.616,Guest House Hewa Bora
664,Nishihara,JP,72.68,scattered clouds,26.1842,127.7558,Minshuku Agaihama
665,Samarai,PG,83.37,overcast clouds,-10.6167,150.6667,Nuli Sapi
667,Vicksburg,US,71.33,overcast clouds,32.3526,-90.8779,La Quinta Inn & Suites by Wyndham Vicksburg
668,Loikaw,MM,79.59,few clouds,19.6742,97.2094,Myat Nan Taw Hotel
671,Mazagao,BR,80.65,moderate rain,-0.115,-51.2894,Recanto dos Ferreiras
672,Kieta,PG,83.28,light rain,-6.2167,155.6333,Uruna Bay Retreat
675,Zhanakorgan,KZ,66.38,overcast clouds,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
676,Llano De Piedra,PA,76.89,broken clouds,7.6667,-80.5667,
677,Ambilobe,MG,74.57,few clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
678,Rio Cuarto,AR,60.48,clear sky,-33.1307,-64.3499,Hotel Menossi
679,Misratah,LY,62.38,clear sky,32.3754,15.0925,Almasa Hotel
682,Bardiyah,LY,62.44,overcast clouds,31.7561,25.0865,بورتو بردية
683,Moerai,PF,80.58,few clouds,-22.4333,-151.3333,Le Manotel
684,Taua,BR,76.55,overcast clouds,-5.9667,-40.3,Chácara Paraíso
685,Kayan,MM,80.74,few clouds,16.9056,96.5631,ဖြိုးရတနာ ရွှေဆိုင်
686,Nabisar,PK,77.95,clear sky,25.0685,69.6419,Dhani Parto Dars
687,Lahaina,US,77.95,overcast clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
689,Whakatane,NZ,67.77,overcast clouds,-37.9585,176.9854,Pacific Coast Motel
690,Minab,IR,81.9,few clouds,27.1467,57.0801,Bam campground
691,Morro Bay,US,70.38,overcast clouds,35.3658,-120.8499,Inn at Morro Bay
